Company,Ticker,PE,EPS,ROE,DebtEquity,RevenueGrowth
Radaan Mediaworks India Limited,RADAAN.NS,,-0.65,,,-0.147
Radhika Jeweltech Limited,RADHIKAJWE.NS,12.415858,6.18,0.22557,11.904,0.012
Radiant Cash Management Services Limited,RADIANTCMS.NS,14.32425,3.67,0.14306,57.298,-0.022
Radico Khaitan Limited,RADICO.NS,97.18613,34.01,0.16516,20.939,0.338
Music Broadcast Limited,RADIOCITY.NS,,-1.26,-0.08512,27.219,-0.31
Railtel Corporation Of India Limited,RAILTEL.NS,37.862865,9.99,0.16031,3.341,0.128
Rain Industries Limited,RAIN.NS,,-3.94,,132.969,0.138
Rainbow Childrens Medicare Limited,RAINBOW.NS,54.03777,24.89,0.17687,53.24,0.065
Rajesh Exports Limited,RAJESHEXPO.NS,47.495537,4.48,0.00818,5.254,1.618
Rajnandini Metal Limited,RAJMET.NS,,-0.08,-0.030669998,28.176,-0.744
Rajoo Engineers Limited,RAJOOENG.NS,19.126934,3.23,0.22431,5.21,0.624
Rajratan Global Wire Limited,RAJRATAN.NS,40.01302,11.52,0.102510005,61.82,0.199
Raj Rayon Industries Limited,RAJRILTD.NS,47.7551,0.49,0.30111998,152.096,0.506
Rajshree Sugars & Chemicals Limited,RAJSREESUG.NS,,-9.02,-0.11401,138.15,-0.2
Raj Television Network Limited,RAJTV.NS,,-0.71,-0.02935,19.756,-0.561
Rallis India Limited,RALLIS.NS,30.558628,9.04,0.088599995,2.973,-0.072
Shree Rama Newsprint Limited,RAMANEWS.NS,,-2.01,-1.58258,,-0.241
Rama Phosphates Limited,RAMAPHO.NS,15.213741,10.48,0.09689999,25.556,0.173
Rama Steel Tubes Limited,RAMASTEEL.NS,78.666664,0.12,0.043470003,26.441,0.218
The Ramco Cements Limited,RAMCOCEM.NS,67.7629,15.69,0.04995,62.153,0.095
Ramco Industries Limited,RAMCOIND.NS,11.960302,26.45,0.05465,4.035,0.035
Ramco Systems Limited,RAMCOSYS.NS,238.71368,2.41,0.026970001,14.863,0.233
Ramky Infrastructure Limited,RAMKY.NS,19.872766,29.08,0.09883001,27.608,-0.106
Ram Ratna Wires Limited,RAMRAT.NS,41.188946,7.78,0.15586,122.585,0.238
Rana Sugars Limited,RANASUG.NS,6.246231,1.99,0.056350004,43.163,-0.104
Rane Holdings Limited,RANEHOLDIN.NS,21.31442,63.45,0.07761,76.849,0.527
Rategain Travel Technologies Limited,RATEGAIN.NS,36.385914,17.75,0.124060005,0.823,0.064
Ratnamani Metals & Tubes Limited,RATNAMANI.NS,26.705555,86.57,0.1708,6.134,0.227
Ratnaveer Precision Engineering Limited,RATNAVEER.NS,14.462571,10.42,0.13578,50.633,0.243
Raymond Limited,RAYMOND.NS,53.312267,7.91,0.01086,29.425,0.114
Raymond Lifestyle Limited,RAYMONDLSL.NS,81.903984,12.29,0.00777,25.695,0.073
Raymond Realty Limited,RAYMONDREL.NS,,,,42.016,2.079
Restaurant Brands Asia Limited,RBA.NS,,-3.86,-0.34268,229.249,0.112
RBL Bank Limited,RBLBANK.NS,34.188274,8.87,0.03422,,0.032
RBZ Jewellers Limited,RBZJEWEL.NS,11.925613,11.83,0.19124001,55.481,0.244
Rashtriya Chemicals and Fertilizers Limited,RCF.NS,25.068905,5.66,0.06548,56.443,0.234
Reliance Communications Limited,RCOM.NS,,-0.94,,,-0.011
REC Limited,RECLTD.NS,5.4560738,65.45,0.21997,666.088,0.104
Redington Limited,REDINGTON.NS,12.254636,22.11,0.22066,27.764,0.168
Redtape Limited,REDTAPE.NS,37.669724,3.27,0.23121999,108.421,0.207
Refex Industries Limited,REFEX.NS,21.6214,12.15,0.17426,13.652,-0.191
Regaal Resources Limited,REGAAL.NS,14.228916,4.98,,108.692,
Regency Ceramics Limited,REGENCERAM.NS,85.01852,0.54,,,6.254
Relaxo Footwears Limited,RELAXO.NS,57.51783,7.01,0.0846,10.214,-0.075
Reliance Chemotex Industries Limited,RELCHEMQ.NS,21.534182,6.29,0.034560002,180.277,0.087
Reliable Data Services Limited,RELIABLE.NS,12.742731,11.35,0.16700001,66.061,1.916
Reliance Industries Limited,RELIANCE.NS,25.398273,61.39,0.09717,35.651,0.1
Religare Enterprises Limited,RELIGARE.NS,78.430374,3.16,0.03903,8.066,0.058
Ravindra Energy Limited,RELTD.NS,42.830334,3.89,0.24043,106.093,6.724
Remsons Industries Limited,REMSONSIND.NS,26.482834,4.66,0.16326,71.804,0.266
Shree Renuka Sugars Limited,RENUKA.NS,,-3.5,,,0.05
Repco Home Finance Limited,REPCOHOME.NS,5.5710974,73.28,0.13479,318.337,0.038
Rudrabhishek Enterprises Limited,REPL.NS,15.787799,7.54,,,0.067
Repro India Limited,REPRO.NS,,-14.35,-0.05529,35.444,0.03
Responsive Industries Limited,RESPONIND.NS,25.878748,7.67,0.15100999,13.937,-0.102
JHS Svendgaard Retail Ventures Limited,RETAIL.NS,,-0.25,-0.012940001,29.565,0.041
Renaissance Global Limited,RGL.NS,16.968319,7.26,0.05527,48.158,0.327
Rhetan TMT Limited,RHETAN.NS,486.4,0.05,0.03845,41.664,-0.038
Reliance Home Finance Limited,RHFL.NS,,-0.08,,,
RHI MAGNESITA INDIA LIMITED,RHIM.NS,59.164474,7.6,0.03967,10.315,0.194
Robust Hotels Limited,RHL.NS,14.20061,13.11,0.03168,20.707,0.058
Rico Auto Industries Limited,RICOAUTO.NS,42.271606,3.24,0.058930002,91.352,0.09
Reliance Industrial Infrastructure Limited,RIIL.NS,102.30914,7.99,0.02569,,-0.005
Rishabh Instruments Limited,RISHABH.NS,26.41791,14.74,0.08728,14.997,0.077
Ritco Logistics Limited,RITCO.NS,20.620716,13.13,0.12408,107.999,0.291
RITES Limited,RITES.NS,29.515184,8.56,0.16570999,0.285,0.015
Ravi Kumar Distilleries Limited,RKDL.NS,385.33334,0.06,0.00285,101.046,-0.496
RKEC Projects Limited,RKEC.NS,6.487425,8.35,0.083129995,99.446,-0.596
Ramkrishna Forgings Limited,RKFORGE.NS,41.425102,12.35,0.07421,88.73,-0.139
R K Swamy Limited,RKSWAMY.NS,28.745455,3.85,0.08089,14.856,0.122
R M Drip and Sprinklers Systems Limited,RMDRIP.NS,,-0.37,0.42513,40.967,0.8
Rane (Madras) Limited,RML.NS,46.436573,16.95,0.10007,122.42,0.738
R&B Denims Limited,RNBDENIMS.NS,42.226536,3.09,0.16215,40.53,0.207
Royal Orchid Hotels Limited,ROHLTD.NS,24.2717,16.82,0.19524,263.871,0.125
Rolex Rings Limited,ROLEXRINGS.NS,19.764523,6.37,0.15564,0.01,-0.096
Rollatainers Limited,ROLLT.NS,,-0.03,,,
Raj Oil Mills Limited,ROML.NS,14.535014,3.57,,6007.364,0.32
Rossari Biotech Limited,ROSSARI.NS,23.331982,24.67,0.11533,28.178,0.176
Rossell India Limited,ROSSELLIND.NS,9.839148,5.16,0.09021,35.146,0.009
Rossell Techsys Limited,ROSSTECH.NS,115.8423,5.58,,186.722,1.449
Roto Pumps Limited,ROTO.NS,47.463573,1.51,0.13239,12.527,-0.234
ROUTE MOBILE LIMITED,ROUTE.NS,25.739578,27.11,0.07526,0.814,0.005
Raghav Productivity Enhancers Limited,RPEL.NS,95.74748,9.9,0.23402001,2.905,0.295
RPG Life Sciences Limited,RPGLIFE.NS,18.129221,130.32,0.46161997,,0.055
Reliance Power Limited,RPOWER.NS,61.93221,0.59,0.01938,92.224,0.122
R.P.P. Infra Projects Limited,RPPINFRA.NS,11.478935,9.02,0.104270004,18.172,-0.197
Rajshree Polypack Limited,RPPL.NS,12.954546,1.54,0.06886,69.557,-0.021
RPSG VENTURES LIMITED,RPSGVENT.NS,,-12.69,0.03799,135.449,0.232
Rashi Peripherals Limited,RPTECH.NS,11.642205,30.66,0.116780005,52.063,0.121
R R Kabel Limited,RRKABEL.NS,41.30325,35.68,0.18472,16.78,0.195
R. S. Software (India) Limited,RSSOFTWARE.NS,,-3.94,-0.18381001,,-0.647
RSWM Limited,RSWM.NS,87.99411,1.7,0.00619,115.817,-0.013
R Systems International Limited,RSYSTEMS.NS,27.227058,14.93,,13.974,0.123
RattanIndia Enterprises Limited,RTNINDIA.NS,,-3.04,-0.33999002,107.296,0.18
RattanIndia Power Limited,RTNPOWER.NS,59.500004,0.16,0.01903,84.871,-0.042
Rubfila International Limited,RUBFILA.NS,12.954386,5.7,0.107659996,0.355,0.115
Rubicon Research Limited,RUBICON.NS,74.04994,9.21,,87.66,0.392
The Ruby Mills Limited,RUBYMILLS.NS,14.098259,16.08,0.08533,60.619,0.67
Ruchi Infrastructure Limited,RUCHINFRA.NS,29.545454,0.22,0.047989998,43.622,0.07
Ruchira Papers Limited,RUCHIRA.NS,5.3379035,22.61,0.14513999,38.02,0.007
Rudra Global Infra Products Limited,RUDRA.NS,33.246754,0.77,0.06163,175.134,0.167
Rupa & Company Limited,RUPA.NS,17.268164,9.36,0.07438,24.808,0.084
Rushil Decor Limited,RUSHIL.NS,42.240738,0.54,0.024549998,44.026,0.023
Keystone Realtors Limited,RUSTOMJEE.NS,64.32152,8.18,0.044910002,43.367,-0.063
Ravinder Heights Limited,RVHL.NS,8.988505,6.09,0.14247,0.386,382.346
Rail Vikas Nigam Limited,RVNL.NS,71.053116,5.46,0.12377,52.108,0.055
Revathi Equipment India Limited,RVTH.NS,20.467657,34.32,0.086210005,41.692,0.158
S&S Power Switchgears Limited,S&SPOWER.NS,,-1.94,-0.00988,45.956,0.105
Saatvik Green Energy Limited,SAATVIKGL.NS,14.301485,26.27,,47.22,0.616
Sab Events & Governance Now Media Limited,SABEVENTS.NS,,-0.47,,,
Sri Adhikari Brothers Television Network Limited,SABTNL.NS,,-9.64,-1.64089,1326.72,2.427
Sadbhav Engineering Limited,SADBHAV.NS,,-9.52,,,0.214
Sadbhav Infrastructure Project Limited,SADBHIN.NS,,-1.91,,,0.108
Sadhana Nitrochem Limited,SADHNANIQ.NS,,-0.61,-0.087290004,102.168,-0.937
Safari Industries (India) Limited,SAFARI.NS,67.81896,32.92,0.17159,10.828,0.165
Sagardeep Alloys Limited,SAGARDEEP.NS,22.683762,1.17,0.07079,39.666,-0.044
Sagar Cements Limited,SAGCEM.NS,,-12.03,-0.08926,93.295,0.267
SAGILITY LIMITED,SAGILITY.NS,30.777779,1.71,0.09561,13.851,0.252
Sahyadri Industries Limited,SAHYADRI.NS,15.141928,16.91,0.048499998,8.967,0.179
Steel Authority of India Limited,SAIL.NS,21.411005,6.18,0.044120003,57.763,0.082
Sai Life Sciences Limited,SAILIFE.NS,64.63951,13.87,0.17278999,18.397,0.359
Sakar Healthcare Limited,SAKAR.NS,47.713966,8.88,0.068119995,28.056,0.346
Sakthi Sugars Limited,SAKHTISUG.NS,8.370044,2.27,0.16619,475.742,1.293
Saksoft Limited,SAKSOFT.NS,21.190374,9.35,0.19754,7.303,0.201
Sakuma Exports Limited,SAKUMA.NS,30.857143,0.07,0.01444,6.194,-0.25
Salasar Techno Engineering Limited,SALASAR.NS,70.46154,0.13,0.03131,42.992,0.518
Salona Cotspin Limited,SALONA.NS,109.60251,2.39,0.01495,278.404,0.028
S.A.L. Steel Limited,SALSTEEL.NS,,-1.49,-0.32256,604.599,-0.468
Salzer Electronics Limited,SALZERELEC.NS,21.236906,32.46,0.102790006,82.807,0.217
Sambhaav Media Limited,SAMBHAAV.NS,,-0.01,-0.00219,10.641,-0.056
Sambhv Steel Tubes Limited,SAMBHV.NS,34.810715,2.8,,19.466,0.834
Samhi Hotels Limited,SAMHI.NS,21.590107,8.49,,196.692,0.089
Sammaan Capital Limited,SAMMAANCAP.NS,6.326549,22.11,0.05994,203.545,
Sampann Utpadan India Limited,SAMPANN.NS,13.656903,2.39,0.4584,202.507,0.652
Sanathan Textiles Limited,SANATHAN.NS,26.514042,16.38,0.0863,77.611,0.102
Sanco Industries Limited,SANCO.NS,33.666668,0.06,-0.91438,,0.128
The Sandesh Limited,SANDESH.NS,15.987969,66.5,0.036429998,,-0.303
Sandhar Technologies Limited,SANDHAR.NS,19.010382,28.9,0.15142,77.629,0.291
Sandur Manganese & Iron Ores Limited,SANDUMA.NS,19.69943,12.31,0.22918,63.561,3.735
Sangam (India) Limited,SANGAMIND.NS,62.036537,7.39,0.03688,126.634,0.164
Sanghi Industries Limited,SANGHIIND.NS,,-15.71,-0.65198,592.976,0.881
Sanghvi Movers Limited,SANGHVIMOV.NS,17.808287,20.03,0.153,40.655,0.344
Sanginita Chemicals Limited,SANGINITA.NS,,-0.19,-0.00865,47.453,-0.281
Sanofi India Limited,SANOFI.NS,26.487938,154.61,,2.672,-0.093
Sanofi Consumer Healthcare India Limited,SANOFICONR.NS,47.249973,94.69,,11.012,0.463
Sansera Engineering Limited,SANSERA.NS,42.174778,40.28,0.11417,15.176,0.081
Sanstar Limited,SANSTAR.NS,81.803734,1.07,0.030079998,3.402,0.006
Sanwaria Consumer Limited,SANWARIA.NS,,-0.03,,,0.005
Sapphire Foods India Limited,SAPPHIRE.NS,,-0.03,0.00017000001,99.226,0.067
Sarda Energy & Minerals Limited,SARDAEN.NS,17.328587,30.19,0.16198999,37.709,0.319
Saregama India Limited,SAREGAMA.NS,33.22106,10.54,0.12576,0.185,-0.049
Sarla Performance Fibers Limited,SARLAPOLY.NS,11.217711,8.13,0.13838,32.655,-0.06
Sarveshwar Foods Limited,SARVESHWAR.NS,16.148148,0.27,0.082550004,57.24,0.234
Sasken Technologies Limited,SASKEN.NS,60.768932,25.88,0.050669998,3.242,0.892
Sastasundar Ventures Limited,SASTASUNDR.NS,,-0.63,-0.010249999,0.588,0.037
Satia Industries Limited,SATIA.NS,10.592295,6.23,0.06086,,0.502
Satin Creditcare Network Limited,SATIN.NS,11.619164,12.21,0.05207,367.777,0.494
Saurashtra Cement Limited,SAURASHCEM.NS,26.067741,3.1,,14.325,0.098
SBC Exports Limited,SBC.NS,113.16,0.25,0.27707002,281.519,0.284
Shivalik Bimetal Controls Limited,SBCL.NS,28.980133,15.1,0.21263,12.873,0.085
SBFC Finance Limited,SBFC.NS,29.268908,3.57,0.12254,179.825,0.286
Suratwwala Business Group Limited,SBGLP.NS,32.18261,1.15,0.26598,73.579,10.619
SBI Cards and Payment Services Limited,SBICARD.NS,42.95082,20.13,0.13762,332.839,0.201
SBI Life Insurance Company Limited,SBILIFE.NS,82.37862,24.51,0.14199,,-0.428
State Bank of India,SBIN.NS,10.746219,89.92,0.15675999,,0.081
Schaeffler India Limited,SCHAEFFLER.NS,55.63551,68.37,,1.012,0.15
S Chand And Company Limited,SCHAND.NS,10.949862,14.56,0.0541,15.164,0.318
Schneider Electric Infrastructure Limited,SCHNEIDER.NS,67.358665,10.79,0.48913,80.084,0.084
Shipping Corporation Of India Limited,SCI.NS,13.030127,17.26,0.096920006,32.955,-0.077
Shipping Corporation of India Land and Assets Limited,SCILAL.NS,,-4.2,-0.06303,0.003,0.536
Scoda Tubes Limited,SCODATUBES.NS,53.29412,3.06,,54.523,0.042
Sheetal Cool Products Limited,SCPL.NS,24.091394,13.13,0.10539,63.458,-0.114
Som Distilleries & Breweries Limited,SDBL.NS,20.818008,5.22,0.14021,22.94,-0.072
Seamec Limited,SEAMECLTD.NS,30.361897,34.54,0.086,37.579,0.109
SecMark Consultancy Limited,SECMARK.NS,30.726542,3.73,0.20891,,0.062
SECUREKLOUD TECHNOLOGIES LIMITED,SECURKLOUD.NS,,-28.29,,,-0.222
Sejal Glass Limited,SEJALLTD.NS,45.51804,19.4,0.44313,405.9,0.689
SEL Manufacturing Company Limited,SELMC.NS,,-42.64,,,0.087
Semac Construction Limited,SEMAC.NS,139.04204,2.14,0.00834,61.573,0.762
Senco Gold Limited,SENCO.NS,20.822496,15.38,0.14126,116.632,0.024
Senores Pharmaceuticals Limited,SENORES.NS,36.799274,22.12,,28.895,0.607
SEPC Limited,SEPC.NS,44.68182,0.22,0.02379,19.359,0.389
Sequent Scientific Limited,SEQUENT.NS,131.00613,1.63,0.066360004,55.307,0.15
Servotech Renewable Power System Limited,SERVOTECH.NS,77.823524,1.02,0.097729996,56.375,-0.467
Seshasayee Paper and Boards Limited,SESHAPAPER.NS,17.868633,13.55,0.04097,3.807,-0.131
Setco Automotive Limited,SETCO.NS,,-8.67,,,0.12
Setubandhan Infrastructure Limited,SETUINFRA.NS,47.0,0.01,0.00184,158.545,0.13
Sheela Foam Limited,SFL.NS,119.46393,4.85,0.01732,40.731,0.077
SG Finserve Limited,SGFIN.NS,26.348896,15.42,0.10416,177.049,1.419
Synergy Green Industries Limited,SGIL.NS,51.03586,10.04,0.18739,179.329,-0.19
STL Global Limited,SGL.NS,,-0.04,-0.00494,56.3,0.139
Standard Glass Lining Technology Limited,SGLTL.NS,41.809525,3.57,,18.173,0.105
SG Mart Limited,SGMART.NS,37.203392,10.03,0.09,17.439,-0.061
Shah Metacorp Limited,SHAH.NS,44.727272,0.11,0.04282,20.738,0.376
Shah Alloys Limited,SHAHALLOYS.NS,102.666664,0.66,,,-0.955
Shaily Engineering Plastics Limited,SHAILY.NS,73.59912,31.73,0.25863,29.807,0.337
Shakti Pumps (India) Limited,SHAKTIPUMP.NS,22.120071,33.23,0.31280002,37.999,0.041
Shalby Limited,SHALBY.NS,526.9737,0.38,-0.00022,53.318,0.067
Shalimar Paints Limited,SHALPAINTS.NS,,-13.58,-0.20408002,66.655,-0.076
Shankara Building Products Limited,SHANKARA.NS,3.6512718,29.88,0.11495,14.499,-0.789
Shanti Overseas (India) Limited,SHANTI.NS,,-2.51,-0.15116,38.071,0.293
Shanthi Gears Limited,SHANTIGEAR.NS,38.767517,12.13,0.2299,,-0.149
Shanti Gold International Limited,SHANTIGOLD.NS,12.796874,14.72,,34.024,0.616
Sharda Cropchem Limited,SHARDACROP.NS,17.131441,50.06,0.18185,0.148,0.196
Sharda Motor Industries Limited,SHARDAMOTR.NS,16.16529,58.14,0.32656,4.414,0.107
Share India Securities Limited,SHAREINDIA.NS,13.991849,12.27,0.1161,22.746,-0.289
Shekhawati Industries Limited,SHEKHAWATI.NS,11.188571,1.75,0.40132,1.825,-0.832
Shemaroo Entertainment Limited,SHEMAROO.NS,,-48.52,-0.2994,78.655,-0.115
Shilchar Technologies Limited,SHILCTECH.NS,25.389765,155.35,0.52479,,0.312
Shilpa Medicare Limited,SHILPAMED.NS,58.197464,5.52,0.057690002,24.328,0.076
Shivalik Rasayan Limited,SHIVALIK.NS,41.85039,8.89,0.03521,17.115,0.138
Shivam Autotech Limited,SHIVAMAUTO.NS,,-4.43,-3.17824,19197.627,-0.063
Shiva Mills Limited,SHIVAMILLS.NS,,-3.5,-0.0325,6.938,-0.367
Shiva Texyarn Limited,SHIVATEX.NS,14.4668255,12.51,0.12003,72.496,0.104
Shiv Aum Steels Limited,SHIVAUM.NS,41.682896,7.19,0.04346,63.231,-0.088
S H Kelkar and Company Limited,SHK.NS,16.03125,11.2,0.12405,66.836,0.026
Shoppers Stop Limited,SHOPERSTOP.NS,240.1506,1.66,0.06673,1155.819,0.127
Shradha Infraprojects Limited,SHRADHA.NS,11.77581,3.39,0.16503,92.509,0.53
Shree Digvijay Cement Co.Ltd,SHREDIGCEM.NS,35.47638,2.54,0.104899995,39.119,0.111
SHREE CEMENT LIMITED,SHREECEM.NS,55.522865,475.84,0.07935,9.525,0.174
Shreeji Shipping Global Limited,SHREEJISPG.NS,40.203487,8.6,,30.028,0.113
Shree Pushkar Chemicals & Fertilisers Limited,SHREEPUSHK.NS,17.194132,22.15,0.13209,26.764,0.452
Shree Rama Multi-Tech Limited,SHREERAMA.NS,15.220048,4.09,0.40311,13.028,0.175
Shrenik Limited,SHRENIK.NS,,-0.04,,,0.757
Shreyans Industries Limited,SHREYANIND.NS,5.102526,34.04,0.11228,13.049,0.074
Shringar House of Mangalsutra Limited,SHRINGARMS.NS,27.43378,8.23,,30.311,0.271
Shriram Pistons & Rings Limited,SHRIPISTON.NS,26.019892,122.66,0.22016001,19.519,0.16
Shriram Finance Limited,SHRIRAMFIN.NS,18.363932,52.29,0.17323999,279.083,0.113
Shriram Properties Limited,SHRIRAMPPS.NS,16.013283,5.27,0.06695,50.86,0.461
Shyam Century Ferrous Limited,SHYAMCENT.NS,,-0.35,-0.04531,0.669,-0.772
Shyam Metalics and Energy Limited,SHYAMMETL.NS,23.538551,34.76,0.08509,9.426,0.226
Shyam Telecom Limited,SHYAMTEL.NS,,-4.75,,,
Sical Logistics Limited,SICALLOG.NS,490.0,0.19,,468.87,1.323
Siemens Limited,SIEMENS.NS,65.41983,47.4,,1.098,-0.2
Sigachi Industries Limited,SIGACHI.NS,,-1.35,-0.10738,32.202,-0.096
Signet Industries Limited,SIGIND.NS,10.21576,5.33,0.07017,173.841,0.19
Sigma Solve Limited,SIGMA.NS,30.62963,1.89,0.45837003,5.498,0.5
Signatureglobal (India) Limited,SIGNATURE.NS,207.77371,5.48,0.113929994,356.187,-0.548
Signpost India Limited,SIGNPOST.NS,30.990057,7.04,0.15923001,82.071,0.033
Sikko Industries Limited,SIKKO.NS,45.583332,0.12,0.09133001,14.246,0.254
Standard Industries Limited,SIL.NS,,-2.76,-0.13607,1.847,0.41
Silgo Retail Limited,SILGO.NS,30.01498,2.67,0.062470004,,0.815
SIL Investments Limited,SILINV.NS,14.20033,36.39,0.01298,,0.158
Silly Monks Entertainment Limited,SILLYMONKS.NS,,-0.07,-0.01007,2.097,-0.044
Silver Touch Technologies Limited,SILVERTUC.NS,43.031784,20.45,0.19631,33.247,0.135
Simbhaoli Sugars Limited,SIMBHALS.NS,4.1858406,2.26,,,-0.268
Simplex Infrastructures Limited,SIMPLEXINF.NS,36.819447,7.2,0.080740005,196.588,-0.075
Sinclairs Hotels Limited,SINCLAIR.NS,46.689266,1.77,0.07966,30.207,0.111
Sindhu Trade Links Limited,SINDHUTRAD.NS,,-0.25,-0.01622,20.418,-0.664
Sintercom India Limited,SINTERCOM.NS,283.41666,0.36,0.00985,46.836,0.123
Sirca Paints India Limited,SIRCA.NS,46.486614,10.46,0.15093,10.211,0.243
SIS LIMITED,SIS.NS,91.23656,3.72,0.02046,67.098,0.152
Siti Networks Limited,SITINET.NS,,-2.41,,,-0.122
Siyaram Silk Mills Limited,SIYSIL.NS,14.084094,46.02,0.16375,30.58,0.161
S.J.S. Enterprises Limited,SJS.NS,40.570633,43.11,0.20193,4.444,0.254
SJVN Limited,SJVN.NS,51.13103,1.45,0.03809,202.556,0.006
SKF India Limited,SKFINDIA.NS,16.395649,108.48,0.21259001,0.122,0.052
SKF India (Industrial) Limited,SKFINDUS.NS,,,,,
Skipper Limited,SKIPPER.NS,28.341152,14.92,0.14839,62.585,0.137
SKM Egg Products Export (India) Limited,SKMEGGPROD.NS,20.743761,20.84,0.17358999,50.68,0.584
SKY GOLD AND DIAMONDS LIMITED,SKYGOLD.NS,,-544.09,0.26775,78.497,0.931
Smartlink Holdings Limited,SMARTLINK.NS,12.682951,10.44,0.053340003,1.501,0.239
Smartworks Coworking Spaces Limited,SMARTWORKS.NS,,-3.02,,860.311,0.212
SMC Global Securities Limited,SMCGLOBAL.NS,18.85225,4.67,0.08094,162.127,-0.026
SML Mahindra Limited,SMLMAH.NS,37.050537,97.95,0.36546,57.155,0.01
Sarthak Metals Limited,SMLT.NS,32.050907,2.75,0.03097,2.352,-0.206
SMS Pharmaceuticals Limited,SMSPHARMA.NS,31.604748,9.69,0.1305,44.465,0.232
Snowman Logistics Limited,SNOWMAN.NS,223.83333,0.18,0.00721,80.305,0.085
Sobha Limited,SOBHA.NS,105.38461,14.04,0.03664,23.042,0.508
Softtech Engineers Limited,SOFTTECH.NS,332.57898,0.95,0.012209999,26.731,0.168
Solara Active Pharma Sciences Limited,SOLARA.NS,478.67523,1.17,0.00546,51.38,-0.096
Solar Industries India Limited,SOLARINDS.NS,85.144104,146.07,0.30285,16.425,0.214
Solarworld Energy Solutions Limited,SOLARWORLD.NS,30.911215,8.56,,27.204,-0.029
Solex Energy Limited,SOLEX.NS,21.66639,60.49,0.37625,155.692,0.135
Somany Ceramics Limited,SOMANYCERA.NS,30.139194,13.65,0.055970002,37.969,0.028
Soma Textiles & Industries Limited,SOMATEX.NS,145.93259,0.89,0.01819,0.187,-0.799
Somi Conveyor Beltings Limited,SOMICONVEY.NS,33.36702,3.76,0.058179997,19.262,-0.421
Sona BLW Precision Forgings Limited,SONACOMS.NS,48.844986,9.87,0.10786,3.604,0.234
SONAM LIMITED,SONAMLTD.NS,26.196201,1.58,0.09709,30.114,0.28
Sonata Software Limited,SONATSOFTW.NS,23.045254,15.91,0.27018,41.695,-0.023
Savita Oil Technologies Limited,SOTL.NS,19.28924,20.26,0.08293,,0.186
The South Indian Bank Limited,SOUTHBANK.NS,7.2524085,5.19,0.13551,,0.067
South West Pinnacle Exploration Limited,SOUTHWEST.NS,23.12178,8.54,0.16344,51.856,1.282
S. P. Apparels Limited,SPAL.NS,15.900092,43.94,0.13124,45.394,0.092
Spandana Sphoorty Financial Limited,SPANDANA.NS,,-198.23,-0.51758,147.688,
Sun Pharma Advanced Research Company Limited,SPARC.NS,,-8.23,,,-0.389
Spacenet Enterprises India Limited,SPCENET.NS,28.250002,0.24,0.09591,0.597,0.075
Speciality Restaurants Limited,SPECIALITY.NS,25.093542,4.49,0.06343,42.426,0.116
Spectrum Electrical Industries Limited,SPECTRUM.NS,63.95558,18.91,0.15076,76.093,0.35
Spencer's Retail Limited,SPENCERS.NS,,-26.79,,,-0.141
Southern Petrochemicals Industries Corporation  Limited,SPIC.NS,8.924342,9.12,0.15179,34.524,0.076
SPL Industries Limited,SPLIL.NS,25.182482,1.37,0.01904,,-0.621
Supreme Petrochem Limited,SPLPETRO.NS,39.10061,16.4,0.14277,6.558,-0.258
SPML Infra Limited,SPMLINFRA.NS,31.571688,5.51,0.071339995,43.718,-0.004
Sportking India Limited,SPORTKING.NS,10.189556,8.81,0.11181,48.486,-0.037
Shankar Lal Rampal Dye-Chem Limited,SRD.NS,,-6.13,,16.288,0.238
Sreeleathers Limited,SREEL.NS,21.853268,9.95,0.049879998,0.495,0.196
SRF Limited,SRF.NS,56.878784,54.53,0.12807,34.719,0.063
SRG Housing Finance Limited,SRGHFL.NS,16.349384,17.86,0.112040006,249.831,0.322
Sree Rayalaseema Hi-Strength Hypo Limited,SRHHYPOLTD.NS,9.715983,53.87,0.09421,1.283,0.071
SRM Contractors Limited,SRM.NS,17.042942,31.67,0.27193,19.915,1.165
Shree Ram Proteins Limited,SRPL.NS,,-0.45,-0.59383,196.65,
Saraswati Saree Depot Limited,SSDL.NS,9.774033,8.01,0.17027001,3.465,0.265
Steel Strips Wheels Limited,SSWL.NS,15.665017,12.12,0.117910005,52.775,0.096
Stallion India Fluorochemicals Limited,STALLION.NS,44.472946,4.99,0.19826001,0.366,0.556
Stanley Lifestyles Limited,STANLEY.NS,35.31588,5.73,0.07235,69.949,0.023
Strides Pharma Science Limited,STAR.NS,21.152775,43.07,0.16453,65.787,0.016
Star Cement Limited,STARCEMENT.NS,30.144194,7.49,0.104770005,21.388,0.264
Star Health and Allied Insurance Company Limited,STARHEALTH.NS,49.38753,8.98,0.07294,6.183,-0.412
Star Paper Mills Limited,STARPAPER.NS,6.594573,24.69,0.05627,0.64,-0.059
Starteck Finance Limited,STARTECK.NS,17.617575,16.16,0.06692,108.108,1.029
The State Trading Corporation of India Limited,STCINDIA.NS,60.425926,2.16,,,
Steelcast Limited,STEELCAS.NS,23.298523,8.81,0.27554,,1.183
Steel City Securities Limited,STEELCITY.NS,8.274911,11.24,0.11524,8.717,-0.193
STEEL EXCHANGE INDIA LIMITED,STEELXIND.NS,34.321426,0.28,0.046350002,50.244,-0.111
Stel Holdings Limited,STEL.NS,55.644638,9.23,0.0086199995,,0.191
