Company,Ticker,PE,EPS,ROE,DebtEquity,RevenueGrowth
Fiberweb (India) Limited,FIBERWEB.NS,6.508021,5.61,0.09196,3.545,-0.19
Fiem Industries Limited,FIEMIND.NS,26.763374,86.17,0.22563,5.696,0.172
Filatex India Limited,FILATEX.NS,12.347607,3.97,0.13317999,9.979,0.026
Filatex Fashions Limited,FILATFASH.NS,35.0,0.01,0.00343,2.572,-0.356
Finolex Cables Limited,FINCABLES.NS,17.648952,43.47,0.12194,0.377,0.049
Fine Organic Industries Limited,FINEORG.NS,31.796036,132.18,0.17639999,0.661,0.002
Finkurve Financial Services Limited,FINKURVE.NS,65.628204,1.56,0.07829,116.173,0.443
Fino Payments Bank Limited,FINOPB.NS,26.317707,9.6,0.1086,,-0.135
Finolex Industries Limited,FINPIPE.NS,21.854568,7.77,0.07564,0.359,0.037
Brainbees Solutions Limited,FIRSTCRY.NS,,-3.56,-0.04593,31.483,0.102
Fischer Medical Ventures Limited,FISCHER.NS,15.08772,2.85,0.08996,10.264,1.176
Five-Star Business Finance Limited,FIVESTAR.NS,14.683847,37.64,0.17645,123.056,0.099
Flair Writing Industries Limited,FLAIR.NS,24.143314,12.49,0.12946999,5.464,0.188
Flexituff Ventures International Limited,FLEXITUFF.NS,,-90.35,,,-0.933
Future Lifestyle Fashions Limited,FLFL.NS,,-72.08,,,-0.787
Gujarat Fluorochemicals Limited,FLUOROCHEM.NS,58.700645,61.8,0.09854,22.475,0.019
Federal-Mogul Goetze (India) Limited.,FMGOETZE.NS,13.820363,32.51,0.13992,0.143,0.058
Future Market Networks Limited,FMNL.NS,,-3.71,-0.18591999,160.459,-0.069
Focus Lighting and Fixtures Limited,FOCUS.NS,106.12676,0.71,,,0.088
Foods & Inns Limited,FOODSIN.NS,16.340425,4.23,0.059510004,88.516,0.141
FORCE MOTORS LTD,FORCEMOT.NS,22.602907,817.24,0.35486,,0.072
Fortis Healthcare Limited,FORTIS.NS,67.09294,13.45,0.112679996,32.958,0.173
Foseco India Limited,FOSECOIND.NS,40.11179,124.34,,0.424,0.071
Firstsource Solutions Limited,FSL.NS,36.06842,9.5,0.16209,54.258,0.201
Fusion Finance Limited,FUSION.NS,,-89.38,-0.44958,257.668,
Gabriel India Limited,GABRIEL.NS,57.782146,17.81,0.21625,8.126,0.149
Gujarat Ambuja Exports Limited,GAEL.NS,27.880264,4.51,0.06879,9.321,0.322
GAIL (India) Limited,GAIL.NS,10.3086195,16.59,0.12713,25.373,0.049
Gala Precision Engineering Limited,GALAPREC.NS,33.633232,23.23,0.1173,8.821,0.394
Galaxy Surfactants Limited,GALAXYSURF.NS,25.430235,80.77,0.11924,10.558,0.248
Gallantt Ispat Limited,GALLANTT.NS,25.464602,20.34,0.17205,21.152,0.074
Gandhar Oil Refinery (India) Limited,GANDHAR.NS,16.005331,9.38,0.07572,24.674,0.133
Gandhi Special Tubes Limited,GANDHITUBE.NS,13.964508,54.66,0.25287,0.04,-0.012
Ganesha Ecosphere Limited,GANECOS.NS,35.614536,24.49,0.054050002,43.209,-0.061
Ganesh Benzoplast Limited,GANESHBE.NS,12.321101,6.54,0.0836,8.888,0.014
Ganesh Consumer Products Limited,GANESHCP.NS,26.62805,8.2,,52.589,0.072
GANESH HOUSING LIMITED,GANESHHOU.NS,12.710873,63.19,0.29663,3.485,-0.266
Ganga Forging Limited,GANGAFORGE.NS,,-0.23,-0.10439,58.193,-0.282
Ganges Securities Limited,GANGESSECU.NS,137.72,1.0,0.00147,,0.014
Garware Technical Fibres Limited,GARFIBRES.NS,34.010216,20.56,0.16843,10.153,-0.173
Garuda Construction and Engineering Limited,GARUDA.NS,21.265657,9.26,,0.023,1.492
GACM Technologies Limited,GATECH.NS,5.5,0.1,0.11946,,0.752
GACM Technologies Limited,GATECHDVR.NS,5.1,0.1,0.11946,,0.752
Gateway Distriparks Limited,GATEWAY.NS,7.8318357,7.79,0.17419,28.437,0.455
Gayatri Highways Limited,GAYAHWS.NS,,-0.95,,,0.258
Gretex Corporate Services Limited,GCSL.NS,3170.909,0.11,-0.025139999,3.959,-0.303
GeeCee Ventures Limited,GEECEE.NS,18.274887,17.68,0.04719,,-0.395
Geekay Wires Limited,GEEKAYWIRE.NS,10.305467,3.11,0.22599001,74.965,0.003
Gem Aromatics Limited,GEMAROMA.NS,21.160603,7.97,,31.583,-0.202
Generic Engineering Construction and Projects Limited,GENCON.NS,27.496855,1.59,0.043119997,23.407,0.199
Genesys International Corporation Limited,GENESYS.NS,30.182005,14.56,0.09819,21.419,0.068
Gensol Engineering Limited,GENSOL.NS,1.1791044,22.78,,228.07,0.564
Genus Paper & Boards Limited,GENUSPAPER.NS,47.035713,0.28,0.01401,84.844,0.158
Genus Power Infrastructures Limited,GENUSPOWER.NS,18.234224,16.48,0.25522,91.662,1.36
Geojit Financial Services Limited,GEOJITFSL.NS,18.337322,4.18,0.108669996,10.436,-0.195
The Great Eastern Shipping Company Limited,GESHIP.NS,7.678896,142.82,0.14222999,8.236,-0.083
GFL Limited,GFLLIMITED.NS,,-0.66,-0.0028600001,,0.19
GHCL Limited,GHCL.NS,9.49958,59.55,0.16726999,2.663,-0.09
GHCL Textiles Limited,GHCLTEXTIL.NS,12.940647,5.56,0.03692,3.879,0.11
GIC Housing Finance Limited,GICHSGFIN.NS,6.8021936,26.44,0.073410004,451.51,0.158
General Insurance Corporation of India,GICRE.NS,6.799121,54.61,0.10281,,0.029
Gillanders Arbuthnot & Company Limited,GILLANDERS.NS,9.021448,11.19,0.09847999,57.589,0.044
Gillette India Limited,GILLETTE.NS,51.593445,164.11,,0.004,0.037
Ginni Filaments Limited,GINNIFILA.NS,13.930071,2.86,0.11821,18.852,0.018
Gujarat Industries Power Company Limited,GIPCL.NS,12.945351,12.26,0.054390002,79.265,0.164
GK Energy Limited,GKENERGY.NS,18.786325,8.19,0.37502,54.322,0.915
GKW Limited,GKWLIMITED.NS,,-48.94,-0.01127,0.016,-0.25
Gland Pharma Limited,GLAND.NS,34.43357,48.02,0.08614001,3.161,0.058
GlaxoSmithKline Pharmaceuticals Limited,GLAXO.NS,43.65456,56.45,0.56517,2.091,-0.031
Glenmark Pharmaceuticals Limited,GLENMARK.NS,56.224834,35.76,0.11203,12.776,0.761
Global Education Limited,GLOBAL.NS,21.148148,4.32,0.19633,,0.052
Globale Tessile Limited,GLOBALE.NS,,-1.94,-0.18201,107.309,-0.838
Global Vectra Helicorp Limited,GLOBALVECT.NS,,-4.25,-0.71669996,14097.473,-0.054
GLOBE ENTERPRISES (INDIA) LIMITED,GLOBE.NS,12.714287,0.21,0.0664,107.624,0.058
Globe Civil Projects Limited,GLOBECIVIL.NS,23.143412,2.58,0.26150998,66.902,
Globus Spirits Limited,GLOBUSSPR.NS,61.17353,16.02,0.04458,45.349,0.037
Gloster Limited,GLOSTERLTD.NS,78.11377,8.35,0.00848,69.656,1.521
Glottis Limited,GLOTTIS.NS,10.032895,6.08,,25.397,-0.014
GM Breweries Limited,GMBREW.NS,19.102667,62.63,0.15564,0.124,0.205
Gujarat Mineral Development Corporation Limited,GMDCLTD.NS,18.674698,31.54,0.15535,4.139,-0.11
GMM Pfaudler Limited,GMMPFAUDLR.NS,72.525116,14.93,0.055040002,89.639,0.12
GMR AIRPORTS LIMITED,GMRAIRPORT.NS,,-0.13,,,0.471
GMR Power and Urban Infra Limited,GMRP&UI.NS,9.14934,12.12,0.77619004,731.235,0.308
GNA Axles Limited,GNA.NS,12.89861,24.46,0.11726,24.247,-0.102
Gujarat Narmada Valley Fertilizers and Chemicals Limited,GNFC.NS,11.258943,43.33,0.074829996,0.15,0.027
Goa Carbon Limited,GOACARBON.NS,,-48.34,-0.21045,207.636,-0.139
GOCL Corporation Limited,GOCLCORP.NS,12.914069,22.46,0.052529998,5.952,-0.983
Go Fashion (India) Limited,GOCOLORS.NS,28.914371,16.35,0.12657,72.092,0.075
Godavari Biorefineries Limited,GODAVARIB.NS,73.64467,3.94,0.03571,67.931,0.342
Godfrey Phillips India Limited,GODFRYPHLP.NS,34.544563,81.79,0.24123,3.005,-0.069
Go Digit General Insurance Limited,GODIGIT.NS,65.378075,5.29,0.10438,7.443,0.114
Godrej Agrovet Limited,GODREJAGRO.NS,24.982315,22.62,0.17841999,110.727,0.05
Godrej Consumer Products Limited,GODREJCP.NS,67.916664,17.76,0.14976,33.818,0.043
Godrej Industries Limited,GODREJIND.NS,35.16952,28.61,0.10305,212.69,0.228
Godrej Properties Limited,GODREJPROP.NS,38.840183,51.56,0.103599995,87.886,-0.323
Gokaldas Exports Limited,GOKEX.NS,38.132324,20.48,0.074439995,46.068,0.06
Gokul Refoils and Solvent Limited,GOKUL.NS,25.986486,1.48,0.04242,97.223,0.241
Gokul Agro Resources Limited,GOKULAGRO.NS,15.729076,11.59,0.27665,48.257,0.379
Golden Tobacco Limited,GOLDENTOBC.NS,14.463964,2.22,,,-0.184
Goldiam International Limited,GOLDIAM.NS,28.71417,12.56,0.16217,2.357,0.408
AION-TECH SOLUTIONS LIMITED,GOLDTECH.NS,41.786884,1.22,0.030669998,33.574,0.658
Goodluck India Limited,GOODLUCK.NS,20.611353,50.38,0.122609995,70.111,0.016
Gopal Snacks Limited,GOPAL.NS,,-0.51,-0.01362,14.964,-0.072
Goyal Aluminiums Limited,GOYALALUM.NS,29.347826,0.23,0.08773,5.731,-0.44
Godawari Power And Ispat limited,GPIL.NS,21.007486,12.02,0.15154,3.643,0.031
Gujarat Pipavav Port Limited,GPPL.NS,18.54306,9.87,0.20214,2.111,0.319
GPT Healthcare Limited,GPTHEALTH.NS,25.790169,5.29,0.17914,38.278,0.125
GPT Infraprojects Limited,GPTINFRA.NS,15.252078,7.22,0.17287001,33.327,-0.031
Granules India Limited,GRANULES.NS,29.216753,21.13,0.13843,45.369,0.342
Graphite India Limited,GRAPHITE.NS,47.266827,12.33,0.04047,4.572,0.134
Grasim Industries Limited,GRASIM.NS,44.296494,63.61,0.058280002,126.634,0.189
Gravita India Limited,GRAVITA.NS,37.0486,50.62,0.22555,19.62,0.117
Greaves Cotton Limited,GREAVESCOT.NS,42.25336,4.46,0.02303,12.328,0.156
Greenlam Industries Limited,GREENLAM.NS,208.54701,1.17,0.026789999,103.274,0.187
Greenpanel Industries Limited,GREENPANEL.NS,,-0.23,-0.00212,30.888,0.175
Greenply Industries Limited,GREENPLY.NS,38.931187,6.83,0.10663,64.017,0.075
Orient Green Power Company Limited,GREENPOWER.NS,19.474577,0.59,0.06626,41.218,0.056
Grindwell Norton Limited,GRINDWELL.NS,45.57754,34.37,0.17528999,3.481,0.117
G R Infraprojects Limited,GRINFRA.NS,8.897569,113.93,0.13016,62.543,0.149
GRM Overseas Limited,GRMOVER.NS,54.04839,3.1,0.15576,44.143,0.149
The Grob Tea Company Limited,GROBTEA.NS,,-7.08,-0.00775,14.11,-0.243
Billionbrains Garage Ventures Limited,GROWW.NS,54.531353,3.03,,4.986,-0.098
GRP Limited,GRPLTD.NS,32.778854,51.64,0.15809,112.442,0.005
Garden Reach Shipbuilders & Engineers Limited,GRSE.NS,46.44957,53.74,0.29792,1.393,0.455
Garware Hi-Tech Films Limited,GRWRHITECH.NS,23.28235,134.69,0.13212,0.734,-0.082
Gujarat State Fertilizers & Chemicals Limited,GSFC.NS,10.616945,16.76,0.051609997,0.011,0.21
Global Surfaces Limited,GSLSU.NS,,-6.13,-0.085260004,71.035,0.151
Gujarat State Petronet Limited,GSPL.NS,16.274672,18.24,0.10007,0.876,0.004
GSS Infotech Limited,GSS.NS,,-1.08,-0.0081,41.074,-0.383
G-TEC JAINX EDUCATION LIMITED,GTECJAINX.NS,,-3.35,-0.98508,62.029,-0.007
GTL Limited,GTL.NS,,-3.47,,,-0.207
GTL Infrastructure Limited,GTLINFRA.NS,,-0.68,,,0.06
GTPL Hathway Limited,GTPL.NS,27.493076,3.61,0.02762,29.458,0.119
Gufic Biosciences Limited,GUFICBIO.NS,58.758804,5.68,0.094440006,58.497,0.161
Gujarat Alkalies and Chemicals Limited,GUJALKALI.NS,Infinity,0.0,3.0000001e-05,11.429,0.093
Gujarat Apollo Industries Limited,GUJAPOLLO.NS,,-2.53,-0.0083099995,9.248,0.311
Gujarat Gas Limited,GUJGASLTD.NS,24.291,16.22,0.1339,1.739,-0.0
Gujarat Raffia Industries Limited,GUJRAFFIA.NS,24.289856,2.07,0.032899998,10.054,3.773
Gujarat Themis Biosyn Limited,GUJTHEM.NS,100.29411,4.42,0.19798,27.036,0.22
Gulf Oil Lubricants India Limited,GULFOILLUB.NS,15.96997,74.59,0.23413,29.566,0.119
GP Petroleums Limited,GULFPETRO.NS,6.694184,5.33,0.08311,4.622,0.216
Gulshan Polyols Limited,GULPOLY.NS,20.47145,6.83,0.06865,70.759,0.23
GVK Power & Infrastructure Limited,GVKPIL.NS,,-6.21,-2.7135599,,-0.997
GE Power India Limited,GVPIL.NS,41.579975,7.69,0.07482,5.207,0.29
GVP Infotech Limited,GVPTECH.NS,,-5.25,-0.71369004,,3.674
GE Vernova T&D India Limited,GVT&D.NS,85.221855,36.06,0.53129,1.46,0.389
Hindustan Aeronautics Limited,HAL.NS,34.86912,126.45,0.24792999,0.031,0.109
HALEOS LABS LIMITED,HALEOSLABS.NS,20.208704,61.81,0.08992,31.368,0.037
Happiest Minds Technologies Limited,HAPPSTMNDS.NS,36.811874,12.97,0.12388,,0.358
Happy Forgings Limited,HAPPYFORGE.NS,37.802082,28.8,0.14789,9.832,0.045
Hardwyn India Limited,HARDWYN.NS,63.642857,0.28,0.03462,1.527,-0.019
Hariom Pipe Industries Limited,HARIOMPIPE.NS,17.248388,20.17,0.10823,69.094,0.069
Harrisons  Malayalam Limited,HARRMALAYA.NS,10.326491,15.59,0.18898001,68.843,-0.021
Harsha Engineers International Limited,HARSHA.NS,34.704525,10.83,0.07755,24.121,0.073
Hathway Cable & Datacom Limited,HATHWAY.NS,22.89091,0.55,0.02229,0.212,0.047
Hatsun Agro Product Limited,HATSUN.NS,65.74813,14.77,0.19368,109.967,0.172
Havells India Limited,HAVELLS.NS,60.710613,23.36,0.17709999,3.292,0.053
Sri Havisha Hospitality and Infrastructure Limited,HAVISHA.NS,,-0.2,-0.23645,208.219,-0.297
HBL Engineering Limited,HBLENGINE.NS,38.852814,23.1,0.38127,4.396,1.347
HB Stockholdings Limited,HBSL.NS,,-22.03,-0.15645,13.379,-0.796
Hindustan Construction Company Limited,HCC.NS,26.600002,0.7,0.22076,147.434,-0.317
Healthcare Global Enterprises Limited,HCG.NS,267.8486,2.51,0.04335,177.905,0.169
HCL Infosystems Limited,HCL-INSYS.NS,,-0.58,,,-0.253
HCL Technologies Limited,HCLTECH.NS,26.51924,62.63,0.24326,9.495,0.058
HDB Financial Services Limited,HDBFS.NS,29.169231,26.0,0.12581,468.269,-0.144
HDFC Asset Management Company Limited,HDFCAMC.NS,41.356037,64.01,0.37780997,,0.062
HDFC Bank Limited,HDFCBANK.NS,22.557981,43.98,0.108430006,,-0.072
HDFC Life Insurance Company Limited,HDFCLIFE.NS,85.4395,8.76,0.11649,13.88,-0.275
Housing Development and Infrastructure Limited,HDIL.NS,Infinity,0.0,,,0.796
Heads UP Ventures Limited,HEADSUP.NS,4.017544,2.28,0.30604,,
HEC Infra Projects Limited,HECPROJECT.NS,13.407489,9.08,0.22955999,73.815,1.021
HEG Limited,HEG.NS,41.838562,13.38,0.05661,13.812,0.232
HeidelbergCement India Limited,HEIDELBERG.NS,30.566902,5.68,0.097229995,5.868,0.109
Hemisphere Properties India Limited,HEMIPROP.NS,,-0.33,-0.024349999,20.011,0.046
Heranba Industries Limited,HERANBA.NS,,-11.76,-0.0546,60.274,0.193
HERCULES INVESTMENTS LIMITED,HERCULES.NS,63.40081,2.47,0.00913,,
Heritage Foods Limited,HERITGFOOD.NS,24.283798,18.64,0.17846,21.029,0.091
Hero MotoCorp Limited,HEROMOTOCO.NS,21.365221,263.84,0.26332,3.395,0.166
Hester Biosciences Limited,HESTERBIO.NS,31.20771,50.84,0.13401,60.852,-0.057
Heubach Colorants India Limited,HEUBACHIND.NS,18.079245,26.5,0.11647,4.325,-0.162
Hexa Tradex Limited,HEXATRADEX.NS,41.42636,3.87,0.00435,0.412,0.016
Hexaware Technologies Limited,HEXT.NS,33.121693,22.68,0.24176,10.008,0.111
HFCL Limited,HFCL.NS,279.4091,0.22,0.00759,41.391,-0.046
H.G. Infra Engineering Limited,HGINFRA.NS,12.309632,63.43,0.14265001,182.684,0.002
HandsOn Global Management (HGM) Limited,HGM.NS,17.898964,3.86,0.20697,100.637,2.394
Hinduja Global Solutions Limited,HGS.NS,,-12.55,-0.0105,23.446,0.004
Hikal Limited,HIKAL.NS,288.8642,0.81,0.00842,57.213,-0.297
Highway Infrastructure Limited,HILINFRA.NS,12.946189,4.46,,27.666,-0.021
Hilton Metal Forging Limited,HILTON.NS,15.494381,2.67,0.059910003,58.483,1.003
Himatsingka Seide Limited,HIMATSEIDE.NS,17.036926,6.77,0.04676,121.696,-0.093
Hindalco Industries Limited,HINDALCO.NS,10.927642,79.88,0.14206,57.571,0.135
Hindustan Composites Limited,HINDCOMPOS.NS,21.989594,20.18,0.0269,0.307,0.151
Hindcon Chemicals Limited,HINDCON.NS,27.2,1.0,0.07241,10.848,0.182
Hindustan Copper Limited,HINDCOPPER.NS,80.74703,5.89,0.21079999,4.776,0.382
Hindustan Oil Exploration Company Limited,HINDOILEXP.NS,14.510777,10.67,0.10882,5.622,2.323
Hindustan Petroleum Corporation Limited,HINDPETRO.NS,7.14373,65.47,0.27104,110.909,0.009
Hindustan Unilever Limited,HINDUNILVR.NS,49.328724,46.33,0.21819,3.611,0.02
Hindware Home Innovation Limited,HINDWAREAP.NS,,-9.38,-0.11132,119.294,0.063
Hindustan Zinc Limited,HINDZINC.NS,25.484194,24.99,0.99113,88.173,0.035
Hind Rectifiers Limited,HIRECT.NS,54.804348,27.6,0.288,109.187,0.37
Hisar Metal Industries Limited,HISARMETAL.NS,35.232964,4.55,0.03909,106.756,-0.081
Hi-Tech Pipes Limited,HITECH.NS,23.856398,3.83,0.07616,20.944,0.217
Hitech Corporation Limited,HITECHCORP.NS,26.714285,6.51,0.04093,47.479,0.122
The Hi-Tech Gears Limited,HITECHGEAR.NS,45.711464,15.18,0.05788,36.226,-0.023
HLE Glascoat Limited,HLEGLAS.NS,41.962086,10.55,0.13395001,65.063,0.488
HLV LIMITED,HLVLTD.NS,80.91667,0.12,0.016900001,8.381,-0.174
HMA Agro Industries Limited,HMAAGRO.NS,16.639536,1.72,0.14912,70.83,0.458
HMT Limited,HMT.NS,,-4.32,,,-0.379
Hindustan Media Ventures Limited,HMVL.NS,6.138083,11.37,0.054920003,5.327,0.145
Hindustan Foods Limited,HNDFDS.NS,48.10232,10.75,0.14484,86.577,0.176
Home First Finance Company India Limited,HOMEFIRST.NS,24.066883,46.35,0.14366001,240.452,0.353
Honasa Consumer Limited,HONASA.NS,66.77861,4.02,0.10981,11.184,0.165
Honeywell Automation India Limited,HONAUT.NS,56.433277,584.85,0.12968999,2.215,0.123
Honda India Power Products Limited,HONDAPOWER.NS,31.10948,74.81,0.096099995,0.008,-0.009
HP Adhesives Limited,HPAL.NS,24.158192,1.77,0.08885,1.13,0.104
Hindprakash Industries Limited,HPIL.NS,157.40477,0.84,0.01865,73.098,0.544
HPL Electric & Power Limited,HPL.NS,26.991953,14.91,0.10538,77.475,0.029
Himadri Speciality Chemical Limited,HSCL.NS,36.61229,13.18,0.17351,21.091,-0.058
HT Media Limited,HTMEDIA.NS,30.776316,0.76,0.01597,39.322,0.065
Hubtown Limited,HUBTOWN.NS,26.878546,8.81,0.05424,39.557,1.107
Housing & Urban Development Corporation Limited,HUDCO.NS,15.842031,13.99,0.15944,705.764,0.022
Huhtamaki India Limited,HUHTAMAKI.NS,15.819561,13.19,,12.134,-0.043
Hybrid Financial Services Limited,HYBRIDFIN.NS,18.045872,1.09,0.07477,1.604,0.027
Hyundai Motor India Limited,HYUNDAI.NS,32.974857,70.39,0.36782002,4.892,0.012
Indiabulls Limited,IBULLSLTD.NS,,-6.35,0.08554,17.554,
ICDS Limited,ICDSLTD.NS,50.73256,0.86,,,
Ice Make Refrigeration Limited,ICEMAKE.NS,85.77801,9.64,0.13062,139.699,0.427
ICICI Prudential Asset Management Company Limited,ICICIAMC.NS,44.265278,,,,
ICICI Bank Limited,ICICIBANK.NS,18.155418,74.38,0.17599002,,0.079
ICICI Lombard General Insurance Company Limited,ICICIGI.NS,34.796574,56.04,0.17802,,0.126
ICICI Prudential Life Insurance Company Limited,ICICIPRULI.NS,72.21667,9.0,0.10762,22.675,-0.524
Indo Count Industries Limited,ICIL.NS,31.539377,8.38,0.07362,53.871,0.025
ICRA Limited,ICRA.NS,31.41899,195.28,0.18423,1.121,0.083
IDBI Bank Limited,IDBI.NS,11.732638,8.64,0.15128,,0.298
Vodafone Idea Limited,IDEA.NS,,-3.08,,,0.023
Ideaforge Technology Limited,IDEAFORGE.NS,,-21.41,-0.15204,7.632,0.099
IDFC First Bank Limited,IDFCFIRSTB.NS,46.51366,1.83,0.03441,,0.161
Indian Energy Exchange Limited,IEX.NS,25.685009,5.27,0.40870997,0.299,0.092
IFB Agro Industries Limited,IFBAGRO.NS,25.046122,55.29,0.08474,13.624,0.507
IFB Industries Limited,IFBIND.NS,51.23327,31.38,0.14816,18.143,0.124
IFCI Limited,IFCI.NS,37.356644,1.43,0.048839998,22.625,0.145
IFGL Refractories Limited,IFGLEXPOR.NS,49.213074,4.13,0.02654,19.053,0.189
Igarashi Motors India Limited,IGARASHI.NS,91.27066,4.84,0.03302,30.826,0.014
Indogulf Cropsciences Limited,IGCL.NS,14.972629,5.48,,47.136,0.07
International Gemmological Institute (India) Limited,IGIL.NS,28.365791,11.81,,10.626,0.214
Indraprastha Gas Limited,IGL.NS,16.99122,11.39,0.14575,0.903,0.088
IG Petrochemicals Limited,IGPL.NS,37.182762,10.56,0.025,30.804,-0.202
IIFL Finance Limited,IIFL.NS,30.067736,19.93,0.07253,401.134,0.198
IIFL Capital Services Limited,IIFLCAPS.NS,18.375706,17.7,0.23265,61.874,-0.247
Industrial Investment Trust Limited,IITL.NS,,-2.53,-0.010369999,0.692,
IKIO Technologies Limited,IKIO.NS,73.69354,2.48,0.03612,10.202,0.313
Inventurus Knowledge Solutions Limited,IKS.NS,47.54945,36.4,0.33706,34.186,0.215
IL&FS Engineering and Construction Company Limited,IL&FSENGG.NS,,-0.12,,,-0.172
IL&FS Transportation Networks Limited,IL&FSTRANS.NS,,-18.89,,385.701,0.76
Imagicaaworld Entertainment Limited,IMAGICAA.NS,105.53488,0.43,0.01972,15.4,0.046
Indian Metals & Ferro Alloys Limited,IMFA.NS,23.251595,61.17,0.13628,17.281,0.039
India Motor Parts and Accessories Limited,IMPAL.NS,15.081897,68.99,0.0339,,0.044
Impex Ferro Tech Limited,IMPEXFERRO.NS,,-0.83,,,
INCREDIBLE INDUSTRIES LIMITED,INCREDIBLE.NS,13.043334,3.0,0.098120004,11.937,0.171
Indbank Merchant Banking Services Limited,INDBANK.NS,24.549297,1.42,0.068169996,3.198,-0.226
Indegene Limited,INDGN.NS,28.086885,18.53,0.17062001,4.257,0.171
The Indian Hotels Company Limited,INDHOTEL.NS,62.466213,11.84,0.15217,25.013,0.124
The India Cements Limited,INDIACEM.NS,420.28574,1.05,0.00415,13.307,0.083
India Glycols Limited,INDIAGLYCO.NS,24.55545,41.84,0.114420004,85.85,0.136
Indiamart Intermesh Limited,INDIAMART.NS,24.775852,89.45,0.26791,1.325,0.125
Indian Bank,INDIANB.NS,9.300478,83.7,0.15754,,0.1
Indian Card Clothing Company Limited,INDIANCARD.NS,5.642125,41.97,0.07462,1.437,-0.045
Indian Hume Pipe Company Limited,INDIANHUME.NS,3.839368,108.26,0.5034,35.77,0.029
India Shelter Finance Corporation Limited,INDIASHLTR.NS,20.279028,39.96,0.16498,188.395,0.309
InterGlobe Aviation Limited,INDIGO.NS,38.404484,132.12,0.82192004,866.462,0.093
Indigo Paints Limited,INDIGOPNTS.NS,37.433598,30.12,0.14421,2.232,0.042
Indiqube Spaces Limited,INDIQUBE.NS,,-5.33,,866.823,0.388
India Nippon Electricals Limited,INDNIPPON.NS,20.690266,39.55,0.12327,0.212,0.299
Indo Amines Limited,INDOAMIN.NS,13.366943,9.62,0.21325001,85.051,0.029
Indo Borax & Chemicals Limited,INDOBORAX.NS,18.554697,14.26,0.13535,0.009,0.527
Indoco Remedies Limited,INDOCO.NS,,-12.04,-0.111770004,102.504,0.12
Indo Farm Equipment Limited,INDOFARM.NS,32.74055,5.82,,33.236,0.207
Indo Rama Synthetics (India) Limited,INDORAMA.NS,8.939227,5.43,0.37839,245.505,0.284
IndoStar Capital Finance Limited,INDOSTAR.NS,5.9304757,40.13,0.15514,142.897,-0.049
Indo Tech Transformers Limited,INDOTECH.NS,19.563461,79.26,0.29797,3.617,0.251
Indo Thai Securities Limited,INDOTHAI.NS,191.90057,1.71,0.13649,1.429,1.582
Indo Us Biotech Limited,INDOUS.NS,14.643365,8.44,0.21531999,31.895,0.391
Indowind Energy Limited,INDOWIND.NS,78.55556,0.18,0.00693,6.286,0.316
Indraprastha Medical Corporation Limited,INDRAMEDCO.NS,23.927073,19.06,0.29547,4.76,0.089
Ind-Swift Laboratories Limited,INDSWFTLAB.NS,2.825255,32.39,0.20142001,1.687,11.767
Indian Terrain Fashions Limited,INDTERRAIN.NS,,-2.41,-0.07118,59.773,0.176
IndusInd Bank Limited,INDUSINDBK.NS,,-9.75,-0.01161,,-0.4
Indus Towers Limited,INDUSTOWER.NS,11.846784,35.44,0.29018998,58.026,0.097
Infibeam Avenues Limited,INFIBEAM.NS,21.223684,0.76,0.0612,1.811,0.933
InfoBeans Technologies Limited,INFOBEAN.NS,29.93098,26.08,0.18615,4.124,0.276
Infomedia Press Limited,INFOMEDIA.NS,,-0.45,,,
Infosys Limited,INFY.NS,23.3155,71.03,0.29026,8.437,0.037
Ingersoll Rand (India) Limited,INGERRAND.NS,40.19077,83.87,0.4105,1.509,-0.001
Innova Captab Limited,INNOVACAP.NS,32.66682,21.73,0.12989001,32.951,0.195
Innovana Thinklabs Limited,INNOVANA.NS,17.403845,23.92,0.21527,18.74,0.432
Inox Green Energy Services Limited,INOXGREEN.NS,179.42374,1.18,0.03175,4.695,0.556
INOX India Limited,INOXINDIA.NS,40.3631,26.99,0.28408,10.139,0.169
Inox Wind Limited,INOXWIND.NS,34.078167,3.71,0.09874,15.713,0.528
Insecticides (India) Limited,INSECTICID.NS,13.904725,51.22,0.12791,20.483,0.017
Inspirisys Solutions Limited,INSPIRISYS.NS,10.430932,8.47,0.67415,128.048,0.423
Intellect Design Arena Limited,INTELLECT.NS,34.92075,28.39,0.14473,3.007,0.358
Intense Technologies Limited,INTENTECH.NS,27.54353,4.25,0.071830004,,0.1
Interarch Building Solutions Limited,INTERARCH.NS,30.597073,76.54,0.17273001,1.401,0.519
International Conveyors Limited,INTLCONV.NS,8.620206,10.69,0.18712999,30.243,0.472
Inventure Growth & Securities Limited,INVENTURE.NS,39.333332,0.03,0.01392,10.445,0.227
Indian Overseas Bank,IOB.NS,14.947137,2.27,0.14130999,,0.239
Indian Oil Corporation Limited,IOC.NS,8.880887,18.05,0.13166,72.631,0.021
IOL Chemicals and Pharmaceuticals Limited,IOLCP.NS,20.617722,3.95,0.067940004,9.078,0.079
ION Exchange (India) Limited,IONEXCHANG.NS,21.617813,17.74,0.17655,32.485,0.139
IPCA Laboratories Limited,IPCALAB.NS,43.869595,32.82,0.10054,14.425,0.086
India Pesticides Limited,IPL.NS,19.365257,8.98,0.11354,4.981,0.269
IRB Infrastructure Developers Limited,IRB.NS,3.872477,10.9,0.38373002,102.312,-0.087
